gene_name	num_fimo_hits	num_unique_promoters_hit	best_score	best_p_value	best_q_value
col-79	2	1	1.42e+01	1.94e-05	2.44e-01
comt-2	2	1	1.42e+01	1.94e-05	2.44e-01
cope-1	2	1	1.42e+01	1.94e-05	2.44e-01
cpar-1	2	1	1.42e+01	1.94e-05	2.44e-01
cpn-2	2	1	1.42e+01	1.94e-05	2.44e-01
csn-5	2	1	1.42e+01	1.94e-05	2.44e-01
csn-6	2	1	1.42e+01	1.94e-05	2.44e-01
ctsa-1.1	2	1	1.42e+01	1.94e-05	2.44e-01
cyp-23A1	2	1	1.42e+01	1.94e-05	2.44e-01
cyp-33A1	2	1	1.42e+01	1.94e-05	2.44e-01
ddb-1	2	1	1.42e+01	1.94e-05	2.44e-01
ddo-1	2	1	1.42e+01	1.94e-05	2.44e-01
deb-1	2	1	1.42e+01	1.94e-05	2.44e-01
dhs-7	2	1	1.42e+01	1.94e-05	2.44e-01
dkf-2	2	1	1.42e+01	1.94e-05	2.44e-01
dlc-4	2	1	1.42e+01	1.94e-05	2.44e-01
dml-1	2	1	1.42e+01	1.94e-05	2.44e-01
dnj-13	2	1	1.42e+01	1.94e-05	2.44e-01
dnj-8	2	1	1.42e+01	1.94e-05	2.44e-01
dot-1.3	2	1	1.42e+01	1.94e-05	2.44e-01
dpt-1	2	1	1.42e+01	1.94e-05	2.44e-01
dpy-30	2	1	1.42e+01	1.94e-05	2.44e-01
dtmk-1	2	1	1.42e+01	1.94e-05	2.44e-01
dxbp-1	2	1	1.42e+01	1.94e-05	2.44e-01
dyla-1	2	1	1.42e+01	1.94e-05	2.44e-01
dylt-3	2	1	1.42e+01	1.94e-05	2.44e-01
ech-8	2	1	1.42e+01	1.94e-05	2.44e-01
ecps-2	2	1	1.42e+01	1.94e-05	2.44e-01
edc-4	2	1	1.42e+01	1.94e-05	2.44e-01
egl-20	2	1	1.42e+01	1.94e-05	2.44e-01
eif-2beta	2	1	1.42e+01	1.94e-05	2.44e-01
ell-1	2	1	1.42e+01	1.94e-05	2.44e-01
elo-8	2	1	1.42e+01	1.94e-05	2.44e-01
elt-7	2	1	1.42e+01	1.94e-05	2.44e-01
ets-9	2	1	1.42e+01	1.94e-05	2.44e-01
fahd-1	2	1	1.42e+01	1.94e-05	2.44e-01
fars-3	2	1	1.42e+01	1.94e-05	2.44e-01
fat-4	2	1	1.42e+01	1.94e-05	2.44e-01
fbxa-10	2	1	1.42e+01	1.94e-05	2.44e-01
fbxa-111	2	1	1.42e+01	1.94e-05	2.44e-01
fbxa-196	2	1	1.42e+01	1.94e-05	2.44e-01
fbxa-199	2	1	1.42e+01	1.94e-05	2.44e-01
fbxa-7	2	1	1.42e+01	1.94e-05	2.44e-01
fbxa-85	2	1	1.42e+01	1.94e-05	2.44e-01
fbxb-115	2	1	1.42e+01	1.94e-05	2.44e-01
fbxb-3	2	1	1.42e+01	1.94e-05	2.44e-01
fbxb-54	2	1	1.42e+01	1.94e-05	2.44e-01
fbxc-40	2	1	1.42e+01	1.94e-05	2.44e-01
fbxc-50	2	1	1.42e+01	1.94e-05	2.44e-01
fecl-1	2	1	1.42e+01	1.94e-05	2.44e-01
fipr-13	2	1	1.42e+01	1.94e-05	2.44e-01
fkb-6	2	1	1.42e+01	1.94e-05	2.44e-01
fkh-10	2	1	1.42e+01	1.94e-05	2.44e-01
fog-1	2	1	1.42e+01	1.94e-05	2.44e-01
frm-1	2	1	1.42e+01	1.94e-05	2.44e-01
frm-2	2	1	1.42e+01	1.94e-05	2.44e-01
ftt-2	2	1	1.42e+01	1.94e-05	2.44e-01
gadr-6	2	1	1.42e+01	1.94e-05	2.44e-01
gbb-2	2	1	1.42e+01	1.94e-05	2.44e-01
gcy-28	2	1	1.42e+01	1.94e-05	2.44e-01
gid-1	2	1	1.42e+01	1.94e-05	2.44e-01
gid-7	2	1	1.42e+01	1.94e-05	2.44e-01
glb-22	2	1	1.42e+01	1.94e-05	2.44e-01
glct-6	2	1	1.42e+01	1.94e-05	2.44e-01
gln-5	2	1	1.42e+01	1.94e-05	2.44e-01
glp-1	2	1	1.42e+01	1.94e-05	2.44e-01
glr-6	2	1	1.42e+01	1.94e-05	2.44e-01
glr-7	2	1	1.42e+01	1.94e-05	2.44e-01
glr-8	2	1	1.42e+01	1.94e-05	2.44e-01
gly-4	2	1	1.42e+01	1.94e-05	2.44e-01
gnrr-2	2	1	1.42e+01	1.94e-05	2.44e-01
grl-12	2	1	1.42e+01	1.94e-05	2.44e-01
gsa-1	2	1	1.42e+01	1.94e-05	2.44e-01
gur-4	2	1	1.42e+01	1.94e-05	2.44e-01
hacl-1	2	1	1.42e+01	1.94e-05	2.44e-01
hdl-1	2	1	1.42e+01	1.94e-05	2.44e-01
hhat-1	2	1	1.42e+01	1.94e-05	2.44e-01
hil-2	2	1	1.42e+01	1.94e-05	2.44e-01
him-10	2	1	1.42e+01	1.94e-05	2.44e-01
him-5	2	1	1.42e+01	1.94e-05	2.44e-01
hmg-11	2	1	1.42e+01	1.94e-05	2.44e-01
hpl-2	2	1	1.42e+01	1.94e-05	2.44e-01
hpo-15	2	1	1.42e+01	1.94e-05	2.44e-01
ifa-1	2	1	1.42e+01	1.94e-05	2.44e-01
ile-1	2	1	1.42e+01	1.94e-05	2.44e-01
ins-35	2	1	1.42e+01	1.94e-05	2.44e-01
inx-19	2	1	1.42e+01	1.94e-05	2.44e-01
ipla-3	2	1	1.42e+01	1.94e-05	2.44e-01
ipla-4	2	1	1.42e+01	1.94e-05	2.44e-01
irg-5	2	1	1.42e+01	1.94e-05	2.44e-01
irld-36	2	1	1.42e+01	1.94e-05	2.44e-01
irld-61	2	1	1.42e+01	1.94e-05	2.44e-01
jmjd-3.3	2	1	1.42e+01	1.94e-05	2.44e-01
josd-1	2	1	1.42e+01	1.94e-05	2.44e-01
kdp-1	2	1	1.42e+01	1.94e-05	2.44e-01
ketn-1	2	1	1.42e+01	1.94e-05	2.44e-01
kle-2	2	1	1.42e+01	1.94e-05	2.44e-01
kqt-3	2	1	1.42e+01	1.94e-05	2.44e-01
lact-9	2	1	1.42e+01	1.94e-05	2.44e-01
lad-2	2	1	1.42e+01	1.94e-05	2.44e-01
let-49	2	1	1.42e+01	1.94e-05	2.44e-01
let-721	2	1	1.42e+01	1.94e-05	2.44e-01
lido-12	2	1	1.42e+01	1.94e-05	2.44e-01
lipl-5	2	1	1.42e+01	1.94e-05	2.44e-01
lmd-4	2	1	1.42e+01	1.94e-05	2.44e-01
lpd-3	2	1	1.42e+01	1.94e-05	2.44e-01
lron-9	2	1	1.42e+01	1.94e-05	2.44e-01
lrr-1	2	1	1.42e+01	1.94e-05	2.44e-01
mab-21	2	1	1.42e+01	1.94e-05	2.44e-01
mak-2	2	1	1.42e+01	1.94e-05	2.44e-01
mars-1	2	1	1.42e+01	1.94e-05	2.44e-01
math-38	2	1	1.42e+01	1.94e-05	2.44e-01
math-46	2	1	1.42e+01	1.94e-05	2.44e-01
mdt-19	2	1	1.42e+01	1.94e-05	2.44e-01
mec-4	2	1	1.42e+01	1.94e-05	2.44e-01
mgl-3	2	1	1.42e+01	1.94e-05	2.44e-01
mig-5	2	1	1.42e+01	1.94e-05	2.44e-01
mks-6	2	1	1.42e+01	1.94e-05	2.44e-01
mrck-1	2	1	1.42e+01	1.94e-05	2.44e-01
mrpl-53	2	1	1.42e+01	1.94e-05	2.44e-01
msra-1	2	1	1.42e+01	1.94e-05	2.44e-01
mtcu-1	2	1	1.42e+01	1.94e-05	2.44e-01
mtg-1	2	1	1.42e+01	1.94e-05	2.44e-01
mtr-4	2	1	1.42e+01	1.94e-05	2.44e-01
ndc-80	2	1	1.42e+01	1.94e-05	2.44e-01
nduf-2.2	2	1	1.42e+01	1.94e-05	2.44e-01
ndx-9	2	1	1.42e+01	1.94e-05	2.44e-01
nemp-1	2	1	1.42e+01	1.94e-05	2.44e-01
nhr-149	2	1	1.42e+01	1.94e-05	2.44e-01
nhr-25	2	1	1.42e+01	1.94e-05	2.44e-01
nhr-259	2	1	1.42e+01	1.94e-05	2.44e-01
nhr-56	2	1	1.42e+01	1.94e-05	2.44e-01
nhr-72	2	1	1.42e+01	1.94e-05	2.44e-01
nhr-73	2	1	1.42e+01	1.94e-05	2.44e-01
nit-1	2	1	1.42e+01	1.94e-05	2.44e-01
nkat-1	2	1	1.42e+01	1.94e-05	2.44e-01
nphp-2	2	1	1.42e+01	1.94e-05	2.44e-01
npr-32	2	1	1.42e+01	1.94e-05	2.44e-01
npr-5	2	1	1.42e+01	1.94e-05	2.44e-01
nra-4	2	1	1.42e+01	1.94e-05	2.44e-01
nspb-8	2	1	1.42e+01	1.94e-05	2.44e-01
nspg-11	2	1	1.42e+01	1.94e-05	2.44e-01
nspg-7.1	2	1	1.42e+01	1.94e-05	2.44e-01
nstp-5	2	1	1.42e+01	1.94e-05	2.44e-01
nyn-2	2	1	1.42e+01	1.94e-05	2.44e-01
oac-55	2	1	1.42e+01	1.94e-05	2.44e-01
obr-3	2	1	1.42e+01	1.94e-05	2.44e-01
orai-1	2	1	1.42e+01	1.94e-05	2.44e-01
orc-5	2	1	1.42e+01	1.94e-05	2.44e-01
otub-4	2	1	1.42e+01	1.94e-05	2.44e-01
pals-7	2	1	1.42e+01	1.94e-05	2.44e-01
pam-1	2	1	1.42e+01	1.94e-05	2.44e-01
par-3	2	1	1.42e+01	1.94e-05	2.44e-01
pas-3	2	1	1.42e+01	1.94e-05	2.44e-01
pax-2	2	1	1.42e+01	1.94e-05	2.44e-01
pdcd-2	2	1	1.42e+01	1.94e-05	2.44e-01
perm-3	2	1	1.42e+01	1.94e-05	2.44e-01
pes-10	2	1	1.42e+01	1.94e-05	2.44e-01
pfd-6	2	1	1.42e+01	1.94e-05	2.44e-01
pgal-1	2	1	1.42e+01	1.94e-05	2.44e-01
pgap-2	2	1	1.42e+01	1.94e-05	2.44e-01
pgl-3	2	1	1.42e+01	1.94e-05	2.44e-01
phf-5	2	1	1.42e+01	1.94e-05	2.44e-01
pik-1	2	1	1.42e+01	1.94e-05	2.44e-01
plep-1	2	1	1.42e+01	1.94e-05	2.44e-01
ppfr-4	2	1	1.42e+01	1.94e-05	2.44e-01
pqn-65	2	1	1.42e+01	1.94e-05	2.44e-01
prdx-3	2	1	1.42e+01	1.94e-05	2.44e-01
prmt-5	2	1	1.42e+01	1.94e-05	2.44e-01
prom-1	2	1	1.42e+01	1.94e-05	2.44e-01
pst-1	2	1	1.42e+01	1.94e-05	2.44e-01
puf-6	2	1	1.42e+01	1.94e-05	2.44e-01
puf-7	2	1	1.42e+01	1.94e-05	2.44e-01
rbm-28	2	1	1.42e+01	1.94e-05	2.44e-01
rec-1	2	1	1.42e+01	1.94e-05	2.44e-01
rfl-1	2	1	1.42e+01	1.94e-05	2.44e-01
rga-1	2	1	1.42e+01	1.94e-05	2.44e-01
rgs-5	2	1	1.42e+01	1.94e-05	2.44e-01
ric-19	2	1	1.42e+01	1.94e-05	2.44e-01
rme-2	2	1	1.42e+01	1.94e-05	2.44e-01
rme-4	2	1	1.42e+01	1.94e-05	2.44e-01
rml-3	2	1	1.42e+01	1.94e-05	2.44e-01
rnh-1.0	2	1	1.42e+01	1.94e-05	2.44e-01
rnp-1	2	1	1.42e+01	1.94e-05	2.44e-01
rnp-5	2	1	1.42e+01	1.94e-05	2.44e-01
row-1	2	1	1.42e+01	1.94e-05	2.44e-01
rpl-17	2	1	1.42e+01	1.94e-05	2.44e-01
rpn-12	2	1	1.42e+01	1.94e-05	2.44e-01
rpom-1	2	1	1.42e+01	1.94e-05	2.44e-01
rps-14	2	1	1.42e+01	1.94e-05	2.44e-01
rps-16	2	1	1.42e+01	1.94e-05	2.44e-01
rsd-2	2	1	1.42e+01	1.94e-05	2.44e-01
scd-1	2	1	1.42e+01	1.94e-05	2.44e-01
sdha-2	2	1	1.42e+01	1.94e-05	2.44e-01
serp-1.2	2	1	1.42e+01	1.94e-05	2.44e-01
sft-1	2	1	1.42e+01	1.94e-05	2.44e-01
sgnh-1	2	1	1.42e+01	1.94e-05	2.44e-01
shl-1	2	1	1.42e+01	1.94e-05	2.44e-01
skr-14	2	1	1.42e+01	1.94e-05	2.44e-01
slo-1	2	1	1.42e+01	1.94e-05	2.44e-01
sma-4	2	1	1.42e+01	1.94e-05	2.44e-01
smrc-1	2	1	1.42e+01	1.94e-05	2.44e-01
snb-5	2	1	1.42e+01	1.94e-05	2.44e-01
snf-6	2	1	1.42e+01	1.94e-05	2.44e-01
snpc-3.1	2	1	1.42e+01	1.94e-05	2.44e-01
snpc-3.2	2	1	1.42e+01	1.94e-05	2.44e-01
snpc-3.3	2	1	1.42e+01	1.94e-05	2.44e-01
spe-38	2	1	1.42e+01	1.94e-05	2.44e-01
spe-9	2	1	1.42e+01	1.94e-05	2.44e-01
spp-23	2	1	1.42e+01	1.94e-05	2.44e-01
spp-5	2	1	1.42e+01	1.94e-05	2.44e-01
spr-4	2	1	1.42e+01	1.94e-05	2.44e-01
spr-5	2	1	1.42e+01	1.94e-05	2.44e-01
spv-1	2	1	1.42e+01	1.94e-05	2.44e-01
srbc-31	2	1	1.42e+01	1.94e-05	2.44e-01
srbc-41	2	1	1.42e+01	1.94e-05	2.44e-01
srbc-51	2	1	1.42e+01	1.94e-05	2.44e-01
srd-32	2	1	1.42e+01	1.94e-05	2.44e-01
srd-60	2	1	1.42e+01	1.94e-05	2.44e-01
srd-73	2	1	1.42e+01	1.94e-05	2.44e-01
sre-26	2	1	1.42e+01	1.94e-05	2.44e-01
sre-52	2	1	1.42e+01	1.94e-05	2.44e-01
srg-10	2	1	1.42e+01	1.94e-05	2.44e-01
srg-68	2	1	1.42e+01	1.94e-05	2.44e-01
srh-132	2	1	1.42e+01	1.94e-05	2.44e-01
srh-138	2	1	1.42e+01	1.94e-05	2.44e-01
srh-277	2	1	1.42e+01	1.94e-05	2.44e-01
sri-16	2	1	1.42e+01	1.94e-05	2.44e-01
sri-19	2	1	1.42e+01	1.94e-05	2.44e-01
sri-7	2	1	1.42e+01	1.94e-05	2.44e-01
srt-59	2	1	1.42e+01	1.94e-05	2.44e-01
srw-113	2	1	1.42e+01	1.94e-05	2.44e-01
srw-15	2	1	1.42e+01	1.94e-05	2.44e-01
srw-21	2	1	1.42e+01	1.94e-05	2.44e-01
srw-72	2	1	1.42e+01	1.94e-05	2.44e-01
srw-95	2	1	1.42e+01	1.94e-05	2.44e-01
srxa-10	2	1	1.42e+01	1.94e-05	2.44e-01
ssl-1	2	1	1.42e+01	1.94e-05	2.44e-01
str-116	2	1	1.42e+01	1.94e-05	2.44e-01
str-121	2	1	1.42e+01	1.94e-05	2.44e-01
str-209	2	1	1.42e+01	1.94e-05	2.44e-01
str-227	2	1	1.42e+01	1.94e-05	2.44e-01
strm-1	2	1	1.42e+01	1.94e-05	2.44e-01
tag-280	2	1	1.42e+01	1.94e-05	2.44e-01
tag-343	2	1	1.42e+01	1.94e-05	2.44e-01
tbb-1	2	1	1.42e+01	1.94e-05	2.44e-01
teg-1	2	1	1.42e+01	1.94e-05	2.44e-01
ten-1	2	1	1.42e+01	1.94e-05	2.44e-01
tipn-1	2	1	1.42e+01	1.94e-05	2.44e-01
tlf-1	2	1	1.42e+01	1.94e-05	2.44e-01
tpp-2	2	1	1.42e+01	1.94e-05	2.44e-01
tre-3	2	1	1.42e+01	1.94e-05	2.44e-01
trx-1	2	1	1.42e+01	1.94e-05	2.44e-01
try-10	2	1	1.42e+01	1.94e-05	2.44e-01
ttr-24	2	1	1.42e+01	1.94e-05	2.44e-01
uaf-1	2	1	1.42e+01	1.94e-05	2.44e-01
ubh-1	2	1	1.42e+01	1.94e-05	2.44e-01
ubxn-1	2	1	1.42e+01	1.94e-05	2.44e-01
ugt-22	2	1	1.42e+01	1.94e-05	2.44e-01
ugt-58	2	1	1.42e+01	1.94e-05	2.44e-01
ule-2	2	1	1.42e+01	1.94e-05	2.44e-01
unc-115	2	1	1.42e+01	1.94e-05	2.44e-01
unc-44	2	1	1.42e+01	1.94e-05	2.44e-01
unc-46	2	1	1.42e+01	1.94e-05	2.44e-01
unc-77	2	1	1.42e+01	1.94e-05	2.44e-01
unc-89	2	1	1.42e+01	1.94e-05	2.44e-01
unc-94	2	1	1.42e+01	1.94e-05	2.44e-01
vap-2	2	1	1.42e+01	1.94e-05	2.44e-01
vhp-1	2	1	1.42e+01	1.94e-05	2.44e-01
vig-1	2	1	1.42e+01	1.94e-05	2.44e-01
vps-15	2	1	1.42e+01	1.94e-05	2.44e-01
vps-53	2	1	1.42e+01	1.94e-05	2.44e-01
wah-1	2	1	1.42e+01	1.94e-05	2.44e-01
wwp-1	2	1	1.42e+01	1.94e-05	2.44e-01
xnd-1	2	1	1.42e+01	1.94e-05	2.44e-01
zak-1	2	1	1.42e+01	1.94e-05	2.44e-01
zfp-3	2	1	1.42e+01	1.94e-05	2.44e-01
znf-236	2	1	1.42e+01	1.94e-05	2.44e-01
zyg-8	2	1	1.42e+01	1.94e-05	2.44e-01
abts-2	2	1	1.25e+01	5.57e-05	3.38e-01
abu-11	2	1	1.25e+01	5.57e-05	3.38e-01
abu-6	2	1	1.25e+01	5.57e-05	3.38e-01
acbp-7	2	1	1.25e+01	5.57e-05	3.38e-01
ace-4	2	1	1.25e+01	5.57e-05	3.38e-01
aco-1	2	1	1.25e+01	5.57e-05	3.38e-01
acox-1.5	2	1	1.25e+01	5.57e-05	3.38e-01
acs-16	2	1	1.25e+01	5.57e-05	3.38e-01
acy-3	2	1	1.25e+01	5.57e-05	3.38e-01
aex-3	2	1	1.25e+01	5.57e-05	3.38e-01
aff-1	2	1	1.25e+01	5.57e-05	3.38e-01
aip-1	2	1	1.25e+01	5.57e-05	3.38e-01
alh-9	2	1	1.25e+01	5.57e-05	3.38e-01
anat-1	2	1	1.25e+01	5.57e-05	3.38e-01
anoh-1	2	1	1.25e+01	5.57e-05	3.38e-01
aps-1	2	1	1.25e+01	5.57e-05	3.38e-01
aps-2	2	1	1.25e+01	5.57e-05	3.38e-01
aqp-4	2	1	1.25e+01	5.57e-05	3.38e-01
arrd-17	2	1	1.25e+01	5.57e-05	3.38e-01
arrd-28	2	1	1.25e+01	5.57e-05	3.38e-01
arv-1	2	1	1.25e+01	5.57e-05	3.38e-01
arx-7	2	1	1.25e+01	5.57e-05	3.38e-01
asp-15	2	1	1.25e+01	5.57e-05	3.38e-01
asp-18	2	1	1.25e+01	5.57e-05	3.38e-01
asp-7	2	1	1.25e+01	5.57e-05	3.38e-01
atp-2	2	1	1.25e+01	5.57e-05	3.38e-01
atp-4	2	1	1.25e+01	5.57e-05	3.38e-01
atrn-1	2	1	1.25e+01	5.57e-05	3.38e-01
bag-1	2	1	1.25e+01	5.57e-05	3.38e-01
bath-36	2	1	1.25e+01	5.57e-05	3.38e-01
bath-41	2	1	1.25e+01	5.57e-05	3.38e-01
baz-2	2	1	1.25e+01	5.57e-05	3.38e-01
bed-3	2	1	1.25e+01	5.57e-05	3.38e-01
bet-1	2	1	1.25e+01	5.57e-05	3.38e-01
btb-9	2	1	1.25e+01	5.57e-05	3.38e-01
bus-12	2	1	1.25e+01	5.57e-05	3.38e-01
cdc-7	2	1	1.25e+01	5.57e-05	3.38e-01
cdd-1	2	1	1.25e+01	5.57e-05	3.38e-01
cec-1	2	1	1.25e+01	5.57e-05	3.38e-01
cec-7	2	1	1.25e+01	5.57e-05	3.38e-01
ceh-58	2	1	1.25e+01	5.57e-05	3.38e-01
ceh-99	2	1	1.25e+01	5.57e-05	3.38e-01
ces-1	2	1	1.25e+01	5.57e-05	3.38e-01
cest-26	2	1	1.25e+01	5.57e-05	3.38e-01
cest-31	2	1	1.25e+01	5.57e-05	3.38e-01
ckb-4	2	1	1.25e+01	5.57e-05	3.38e-01
cki-1	2	1	1.25e+01	5.57e-05	3.38e-01
ckk-1	2	1	1.25e+01	5.57e-05	3.38e-01
ckr-1	2	1	1.25e+01	5.57e-05	3.38e-01
clec-177	2	1	1.25e+01	5.57e-05	3.38e-01
clec-181	2	1	1.25e+01	5.57e-05	3.38e-01
clec-24	2	1	1.25e+01	5.57e-05	3.38e-01
clec-250	2	1	1.25e+01	5.57e-05	3.38e-01
clec-27	2	1	1.25e+01	5.57e-05	3.38e-01
clec-55	2	1	1.25e+01	5.57e-05	3.38e-01
clec-79	2	1	1.25e+01	5.57e-05	3.38e-01
clk-2	2	1	1.25e+01	5.57e-05	3.38e-01
clp-4	2	1	1.25e+01	5.57e-05	3.38e-01
cls-2	2	1	1.25e+01	5.57e-05	3.38e-01
cnt-2	2	1	1.25e+01	5.57e-05	3.38e-01
coh-3	2	1	1.25e+01	5.57e-05	3.38e-01
coh-4	2	1	1.25e+01	5.57e-05	3.38e-01
col-161	2	1	1.25e+01	5.57e-05	3.38e-01
col-186	2	1	1.25e+01	5.57e-05	3.38e-01
col-48	2	1	1.25e+01	5.57e-05	3.38e-01
col-55	2	1	1.25e+01	5.57e-05	3.38e-01
cpg-3	2	1	1.25e+01	5.57e-05	3.38e-01
crb-3	2	1	1.25e+01	5.57e-05	3.38e-01
csp-3	2	1	1.25e+01	5.57e-05	3.38e-01
csr-1	2	1	1.25e+01	5.57e-05	3.38e-01
cutl-11	2	1	1.25e+01	5.57e-05	3.38e-01
cwp-3	2	1	1.25e+01	5.57e-05	3.38e-01
cyn-7	2	1	1.25e+01	5.57e-05	3.38e-01
cyp-33D3	2	1	1.25e+01	5.57e-05	3.38e-01
cyp-36A1	2	1	1.25e+01	5.57e-05	3.38e-01
daf-11	2	1	1.25e+01	5.57e-05	3.38e-01
daf-12	2	1	1.25e+01	5.57e-05	3.38e-01
daf-9	2	1	1.25e+01	5.57e-05	3.38e-01
ddl-2	2	1	1.25e+01	5.57e-05	3.38e-01
decr-1.2	2	1	1.25e+01	5.57e-05	3.38e-01
dhs-17	2	1	1.25e+01	5.57e-05	3.38e-01
dmsr-5	2	1	1.25e+01	5.57e-05	3.38e-01
dnj-24	2	1	1.25e+01	5.57e-05	3.38e-01
dnpp-1	2	1	1.25e+01	5.57e-05	3.38e-01
dod-17	2	1	1.25e+01	5.57e-05	3.38e-01
dod-22	2	1	1.25e+01	5.57e-05	3.38e-01
dod-6	2	1	1.25e+01	5.57e-05	3.38e-01
dog-1	2	1	1.25e+01	5.57e-05	3.38e-01
dop-6	2	1	1.25e+01	5.57e-05	3.38e-01
dos-1	2	1	1.25e+01	5.57e-05	3.38e-01
dpf-1	2	1	1.25e+01	5.57e-05	3.38e-01
dpf-6	2	1	1.25e+01	5.57e-05	3.38e-01
dpy-17	2	1	1.25e+01	5.57e-05	3.38e-01
dpy-26	2	1	1.25e+01	5.57e-05	3.38e-01
eak-6	2	1	1.25e+01	5.57e-05	3.38e-01
efn-2	2	1	1.25e+01	5.57e-05	3.38e-01
egal-1	2	1	1.25e+01	5.57e-05	3.38e-01
egl-27	2	1	1.25e+01	5.57e-05	3.38e-01
elo-3	2	1	1.25e+01	5.57e-05	3.38e-01
elpc-4	2	1	1.25e+01	5.57e-05	3.38e-01
emb-1	2	1	1.25e+01	5.57e-05	3.38e-01
emc-6	2	1	1.25e+01	5.57e-05	3.38e-01
end-3	2	1	1.25e+01	5.57e-05	3.38e-01
enu-3.5	2	1	1.25e+01	5.57e-05	3.38e-01
eor-1	2	1	1.25e+01	5.57e-05	3.38e-01
ethe-1	2	1	1.25e+01	5.57e-05	3.38e-01
far-4	2	1	1.25e+01	5.57e-05	3.38e-01
fbxa-182	2	1	1.25e+01	5.57e-05	3.38e-01
fbxa-25	2	1	1.25e+01	5.57e-05	3.38e-01
fbxb-92	2	1	1.25e+01	5.57e-05	3.38e-01
fbxc-21	2	1	1.25e+01	5.57e-05	3.38e-01
fbxc-26	2	1	1.25e+01	5.57e-05	3.38e-01
fbxc-31	2	1	1.25e+01	5.57e-05	3.38e-01
fbxc-7	2	1	1.25e+01	5.57e-05	3.38e-01
fbxl-1	2	1	1.25e+01	5.57e-05	3.38e-01
fcd-2	2	1	1.25e+01	5.57e-05	3.38e-01
fcho-1	2	1	1.25e+01	5.57e-05	3.38e-01
fkh-4	2	1	1.25e+01	5.57e-05	3.38e-01
flcn-1	2	1	1.25e+01	5.57e-05	3.38e-01
flh-3	2	1	1.25e+01	5.57e-05	3.38e-01
flp-12	2	1	1.25e+01	5.57e-05	3.38e-01
flp-20	2	1	1.25e+01	5.57e-05	3.38e-01
fnta-1	2	1	1.25e+01	5.57e-05	3.38e-01
fog-2	2	1	1.25e+01	5.57e-05	3.38e-01
frpr-12	2	1	1.25e+01	5.57e-05	3.38e-01
glb-11	2	1	1.25e+01	5.57e-05	3.38e-01
glb-25	2	1	1.25e+01	5.57e-05	3.38e-01
glb-6	2	1	1.25e+01	5.57e-05	3.38e-01
gly-18	2	1	1.25e+01	5.57e-05	3.38e-01
gnrr-5	2	1	1.25e+01	5.57e-05	3.38e-01
gopc-1	2	1	1.25e+01	5.57e-05	3.38e-01
gpa-1	2	1	1.25e+01	5.57e-05	3.38e-01
gpa-6	2	1	1.25e+01	5.57e-05	3.38e-01
gpa-7	2	1	1.25e+01	5.57e-05	3.38e-01
gsk-3	2	1	1.25e+01	5.57e-05	3.38e-01
gst-20	2	1	1.25e+01	5.57e-05	3.38e-01
gst-44	2	1	1.25e+01	5.57e-05	3.38e-01
gta-1	2	1	1.25e+01	5.57e-05	3.38e-01
hcp-3	2	1	1.25e+01	5.57e-05	3.38e-01
hecw-1	2	1	1.25e+01	5.57e-05	3.38e-01
hhat-2	2	1	1.25e+01	5.57e-05	3.38e-01
hira-1	2	1	1.25e+01	5.57e-05	3.38e-01
his-48	2	1	1.25e+01	5.57e-05	3.38e-01
hlh-26	2	1	1.25e+01	5.57e-05	3.38e-01
hlh-27	2	1	1.25e+01	5.57e-05	3.38e-01
hlh-3	2	1	1.25e+01	5.57e-05	3.38e-01
hpo-9	2	1	1.25e+01	5.57e-05	3.38e-01
hrpk-2	2	1	1.25e+01	5.57e-05	3.38e-01
hum-1	2	1	1.25e+01	5.57e-05	3.38e-01
ifa-3	2	1	1.25e+01	5.57e-05	3.38e-01
ifb-1	2	1	1.25e+01	5.57e-05	3.38e-01
ifb-2	2	1	1.25e+01	5.57e-05	3.38e-01
ife-2	2	1	1.25e+01	5.57e-05	3.38e-01
ilcr-2	2	1	1.25e+01	5.57e-05	3.38e-01
ins-27	2	1	1.25e+01	5.57e-05	3.38e-01
ipla-2	2	1	1.25e+01	5.57e-05	3.38e-01
ire-1	2	1	1.25e+01	5.57e-05	3.38e-01
irg-1	2	1	1.25e+01	5.57e-05	3.38e-01
irld-12	2	1	1.25e+01	5.57e-05	3.38e-01
irx-1	2	1	1.25e+01	5.57e-05	3.38e-01
lars-2	2	1	1.25e+01	5.57e-05	3.38e-01
lat-2	2	1	1.25e+01	5.57e-05	3.38e-01
lec-12	2	1	1.25e+01	5.57e-05	3.38e-01
let-70	2	1	1.25e+01	5.57e-05	3.38e-01
lfi-1	2	1	1.25e+01	5.57e-05	3.38e-01
lgc-31	2	1	1.25e+01	5.57e-05	3.38e-01
lgc-41	2	1	1.25e+01	5.57e-05	3.38e-01
lgc-56	2	1	1.25e+01	5.57e-05	3.38e-01
lgc-6	2	1	1.25e+01	5.57e-05	3.38e-01
lido-2	2	1	1.25e+01	5.57e-05	3.38e-01
lin-66	2	1	1.25e+01	5.57e-05	3.38e-01
lir-3	2	1	1.25e+01	5.57e-05	3.38e-01
lite-1	2	1	1.25e+01	5.57e-05	3.38e-01
lmd-2	2	1	1.25e+01	5.57e-05	3.38e-01
lmtr-5	2	1	1.25e+01	5.57e-05	3.38e-01
lrp-1	2	1	1.25e+01	5.57e-05	3.38e-01
luc-7L3	2	1	1.25e+01	5.57e-05	3.38e-01
